Name,Game,Area,Location
Bronzong,Shield,Crown Tundra,Den 178
Bronzong,Shield,Crown Tundra,Dynamax Adventure
Bronzong,Shield,Galar,Den 11
Bronzong,Shield,Galar,Den 12
Bronzong,Shield,Galar,Den 45
Bronzong,Shield,Galar,Den 49
Bronzong,Shield,Galar,Den 68
Bronzong,Shield,Galar,Den 84
Bronzong,Shield,Galar,Den 85
Bronzong,Shield,Isle of Armor,Den 130
Bronzong,Sword,Crown Tundra,Den 178
Bronzong,Sword,Crown Tundra,Dynamax Adventure
Bronzong,Sword,Galar,Den 11
Bronzong,Sword,Galar,Den 12
Bronzong,Sword,Galar,Den 45
Bronzong,Sword,Galar,Den 49
Bronzong,Sword,Galar,Den 68
Bronzong,Sword,Galar,Den 84
Bronzong,Sword,Galar,Den 85
Bronzong,Sword,Isle of Armor,Den 130
Bronzong,Violet,Paldea,5☆
Bronzor,Scarlet,Paldea,3☆
Bronzor,Shield,Crown Tundra,Den 178
Bronzor,Shield,Galar,Den 11
Bronzor,Shield,Galar,Den 12
Bronzor,Shield,Galar,Den 14
Bronzor,Shield,Galar,Den 45
Bronzor,Shield,Galar,Den 49
Bronzor,Shield,Galar,Den 68
Bronzor,Shield,Galar,Den 84
Bronzor,Shield,Galar,Den 85
Bronzor,Shield,Isle of Armor,Den 130
Bronzor,Sword,Crown Tundra,Den 178
Bronzor,Sword,Galar,Den 11
Bronzor,Sword,Galar,Den 12
Bronzor,Sword,Galar,Den 14
Bronzor,Sword,Galar,Den 45
Bronzor,Sword,Galar,Den 49
Bronzor,Sword,Galar,Den 68
Bronzor,Sword,Galar,Den 84
Bronzor,Sword,Galar,Den 85
Bronzor,Sword,Isle of Armor,Den 130
Bronzor,Violet,Paldea,3☆
Bruxish,Scarlet,Paldea,3☆
Bruxish,Violet,Paldea,3☆
Budew,Shield,Galar,Den 26
Budew,Shield,Galar,Den 27
Budew,Shield,Galar,Den 58
Budew,Shield,Galar,Den 79
Budew,Sword,Galar,Den 26
Budew,Sword,Galar,Den 27
Budew,Sword,Galar,Den 58
Budew,Sword,Galar,Den 79
Buizel,Scarlet,Paldea,2☆
Buizel,Violet,Paldea,2☆
Buneary,Shield,Isle of Armor,Den 100
Buneary,Shield,Isle of Armor,Den 99
Buneary,Sword,Isle of Armor,Den 100
Buneary,Sword,Isle of Armor,Den 99
Bunnelby,Shield,Galar,Den 39
Bunnelby,Shield,Galar,Den 65
Bunnelby,Sword,Galar,Den 39
Bunnelby,Sword,Galar,Den 65
Butterfree,Shield,Crown Tundra,Den 167
Butterfree,Shield,Crown Tundra,Dynamax Adventure
Butterfree,Shield,Galar,Den 4
Butterfree,Shield,Galar,Den 5
Butterfree,Shield,Galar,Den 61
Butterfree,Shield,Galar,Den 89
Butterfree,Shield,Galar,Den 90
Butterfree,Sword,Crown Tundra,Den 167
Butterfree,Sword,Crown Tundra,Dynamax Adventure
Butterfree,Sword,Galar,Den 4
Butterfree,Sword,Galar,Den 5
Butterfree,Sword,Galar,Den 61
Butterfree,Sword,Galar,Den 89
Butterfree,Sword,Galar,Den 90
Buzzwole,Shield,Crown Tundra,Dynamax Adventure
Buzzwole,Sword,Crown Tundra,Dynamax Adventure
Cacnea,Scarlet,Paldea,2☆
Cacnea,Violet,Paldea,2☆
Cacturne,Scarlet,Paldea,4☆
Cacturne,Violet,Paldea,4☆
Camerupt,Scarlet,Paldea,5☆
Camerupt,Violet,Paldea,5☆
Capsakid,Scarlet,Paldea,2☆
Capsakid,Violet,Paldea,2☆
Carbink,Scarlet,Kitakami,4☆
Carbink,Shield,Crown Tundra,Den 180
Carbink,Shield,Crown Tundra,Den 190
Carbink,Shield,Crown Tundra,Den 191
Carbink,Sword,Crown Tundra,Den 180
Carbink,Sword,Crown Tundra,Den 190
Carbink,Sword,Crown Tundra,Den 191
Carbink,Violet,Kitakami,4☆
Carkol,Scarlet,Paldea,3☆
Carkol,Shield,Crown Tundra,Den 172
Carkol,Shield,Crown Tundra,Den 180
Carkol,Shield,Crown Tundra,Dynamax Adventure
Carkol,Shield,Galar,Den 15
Carkol,Shield,Galar,Den 20
Carkol,Shield,Galar,Den 51
Carkol,Shield,Galar,Den 54
Carkol,Shield,Galar,Den 71
Carkol,Shield,Galar,Den 80
Carkol,Sword,Crown Tundra,Den 172
Carkol,Sword,Crown Tundra,Dynamax Adventure
Carkol,Sword,Galar,Den 15
Carkol,Sword,Galar,Den 20
Carkol,Sword,Galar,Den 51
Carkol,Sword,Galar,Den 54
Carkol,Sword,Galar,Den 71
Carkol,Sword,Galar,Den 80
Carkol,Sword,Galar,Den 83
Carkol,Violet,Paldea,3☆
Carvanha,Shield,Isle of Armor,Den 121
Carvanha,Shield,Isle of Armor,Den 122
Carvanha,Sword,Isle of Armor,Den 121
Carvanha,Sword,Isle of Armor,Den 122
Caterpie,Shield,Galar,Den 4
Caterpie,Shield,Galar,Den 5
Caterpie,Sword,Galar,Den 4
Caterpie,Sword,Galar,Den 5
Celesteela,Shield,Crown Tundra,Dynamax Adventure
Celesteela,Sword,Crown Tundra,Dynamax Adventure
Centiskorch,Shield,Crown Tundra,Den 160
Centiskorch,Shield,Crown Tundra,Den 161
Centiskorch,Shield,Crown Tundra,Dynamax Adventure
Centiskorch,Shield,Galar,Den 18
Centiskorch,Shield,Galar,Den 20
Centiskorch,Shield,Galar,Den 53
Centiskorch,Shield,Galar,Den 77
Centiskorch,Shield,Galar,Den 80
Centiskorch,Sword,Crown Tundra,Den 160
Centiskorch,Sword,Crown Tundra,Den 161
Centiskorch,Sword,Crown Tundra,Dynamax Adventure
Centiskorch,Sword,Galar,Den 18
Centiskorch,Sword,Galar,Den 20
Centiskorch,Sword,Galar,Den 53
Centiskorch,Sword,Galar,Den 77
Centiskorch,Sword,Galar,Den 80
Ceruledge,Violet,Paldea,5☆
Ceruledge,Violet,Paldea,6☆
Cetitan,Scarlet,Paldea,5☆
Cetitan,Scarlet,Paldea,6☆
Cetitan,Violet,Paldea,5☆
Cetitan,Violet,Paldea,6☆
Cetoddle,Scarlet,Paldea,3☆
Cetoddle,Violet,Paldea,3☆
Chandelure,Scarlet,Kitakami,5☆
Chandelure,Scarlet,Kitakami,6☆
Chandelure,Shield,Crown Tundra,Den 160
Chandelure,Shield,Crown Tundra,Den 161
Chandelure,Shield,Galar,Den 19
Chandelure,Shield,Galar,Den 54
Chandelure,Shield,Galar,Den 71
Chandelure,Shield,Galar,Den 80
Chandelure,Shield,Isle of Armor,Den 114
Chandelure,Sword,Crown Tundra,Den 160
Chandelure,Sword,Crown Tundra,Den 161
Chandelure,Sword,Galar,Den 19
Chandelure,Sword,Galar,Den 54
Chandelure,Sword,Galar,Den 71
Chandelure,Sword,Galar,Den 80
Chandelure,Sword,Isle of Armor,Den 114
Chandelure,Violet,Kitakami,5☆
Chandelure,Violet,Kitakami,6☆
Chansey,Scarlet,Paldea,3☆
Chansey,Shield,Crown Tundra,Dynamax Adventure
Chansey,Shield,Isle of Armor,Den 101
Chansey,Shield,Isle of Armor,Den 103
Chansey,Shield,Isle of Armor,Den 105
Chansey,Shield,Isle of Armor,Den 107
Chansey,Shield,Isle of Armor,Den 109
Chansey,Shield,Isle of Armor,Den 111
Chansey,Shield,Isle of Armor,Den 113
Chansey,Shield,Isle of Armor,Den 115
Chansey,Shield,Isle of Armor,Den 117
Chansey,Shield,Isle of Armor,Den 119
Chansey,Shield,Isle of Armor,Den 121
Chansey,Shield,Isle of Armor,Den 123
Chansey,Shield,Isle of Armor,Den 125
Chansey,Shield,Isle of Armor,Den 127
Chansey,Shield,Isle of Armor,Den 129
Chansey,Shield,Isle of Armor,Den 131
Chansey,Shield,Isle of Armor,Den 133
Chansey,Shield,Isle of Armor,Den 135
Chansey,Shield,Isle of Armor,Den 137
Chansey,Shield,Isle of Armor,Den 139
Chansey,Shield,Isle of Armor,Den 141
Chansey,Shield,Isle of Armor,Den 142
Chansey,Shield,Isle of Armor,Den 143
Chansey,Shield,Isle of Armor,Den 152
Chansey,Shield,Isle of Armor,Den 154
Chansey,Shield,Isle of Armor,Den 155
Chansey,Shield,Isle of Armor,Den 156
Chansey,Shield,Isle of Armor,Den 99
Chansey,Sword,Crown Tundra,Dynamax Adventure
Chansey,Sword,Isle of Armor,Den 101
Chansey,Sword,Isle of Armor,Den 103
Chansey,Sword,Isle of Armor,Den 105
Chansey,Sword,Isle of Armor,Den 107
Chansey,Sword,Isle of Armor,Den 109
Chansey,Sword,Isle of Armor,Den 111
Chansey,Sword,Isle of Armor,Den 113
Chansey,Sword,Isle of Armor,Den 115
Chansey,Sword,Isle of Armor,Den 117
Chansey,Sword,Isle of Armor,Den 119
Chansey,Sword,Isle of Armor,Den 121
Chansey,Sword,Isle of Armor,Den 123
Chansey,Sword,Isle of Armor,Den 125
Chansey,Sword,Isle of Armor,Den 127
Chansey,Sword,Isle of Armor,Den 129
Chansey,Sword,Isle of Armor,Den 131
Chansey,Sword,Isle of Armor,Den 133
Chansey,Sword,Isle of Armor,Den 135
Chansey,Sword,Isle of Armor,Den 137
Chansey,Sword,Isle of Armor,Den 139
Chansey,Sword,Isle of Armor,Den 141
Chansey,Sword,Isle of Armor,Den 142
Chansey,Sword,Isle of Armor,Den 143
Chansey,Sword,Isle of Armor,Den 152
Chansey,Sword,Isle of Armor,Den 154
Chansey,Sword,Isle of Armor,Den 155
Chansey,Sword,Isle of Armor,Den 156
Chansey,Sword,Isle of Armor,Den 99
Chansey,Violet,Paldea,3☆
Charcadet,Scarlet,Paldea,1☆
Charcadet,Scarlet,Paldea,3☆
Charcadet,Violet,Paldea,1☆
Charcadet,Violet,Paldea,3☆
Charizard,Shield,Galar,Den 53
Charizard,Shield,Galar,Den 77
Charizard,Shield,Isle of Armor,Den 114
Charizard,Sword,Galar,Den 53
Charizard,Sword,Galar,Den 77
Charizard,Sword,Isle of Armor,Den 114
Charjabug,Scarlet,Kitakami,3☆
Charjabug,Shield,Crown Tundra,Dynamax Adventure
Charjabug,Shield,Galar,Den 24
Charjabug,Shield,Galar,Den 4
Charjabug,Sword,Crown Tundra,Dynamax Adventure
Charjabug,Sword,Galar,Den 24
Charjabug,Sword,Galar,Den 4
Charjabug,Violet,Kitakami,3☆
Charmander,Shield,Galar,Den 53
Charmander,Shield,Galar,Den 77
Charmander,Sword,Galar,Den 53
Charmander,Sword,Galar,Den 77
Charmeleon,Shield,Crown Tundra,Dynamax Adventure
Charmeleon,Shield,Galar,Den 53
Charmeleon,Shield,Galar,Den 77
Charmeleon,Sword,Crown Tundra,Dynamax Adventure
Charmeleon,Sword,Galar,Den 53
Charmeleon,Sword,Galar,Den 77
Cherrim,Shield,Crown Tundra,Dynamax Adventure
Cherrim,Shield,Galar,Den 27
Cherrim,Shield,Galar,Den 59
Cherrim,Shield,Galar,Den 70
Cherrim,Sword,Crown Tundra,Dynamax Adventure
Cherrim,Sword,Galar,Den 27
Cherrim,Sword,Galar,Den 59
Cherrim,Sword,Galar,Den 70
Cherubi,Shield,Galar,Den 27
Cherubi,Shield,Galar,Den 59
Cherubi,Shield,Galar,Den 70
Cherubi,Shield,Isle of Armor,Den 151
Cherubi,Sword,Galar,Den 27
Cherubi,Sword,Galar,Den 59
Cherubi,Sword,Galar,Den 70
Cherubi,Sword,Isle of Armor,Den 151
Chewtle,Scarlet,Paldea,1☆
Chewtle,Shield,Galar,Den 42
Chewtle,Shield,Galar,Den 44
Chewtle,Shield,Galar,Den 67
Chewtle,Shield,Galar,Den 78
Chewtle,Shield,Galar,Den 8
Chewtle,Shield,Galar,Den 9
Chewtle,Shield,Galar,Den 91
Chewtle,Shield,Isle of Armor,Den 135
Chewtle,Shield,Isle of Armor,Den 148
Chewtle,Sword,Galar,Den 42
Chewtle,Sword,Galar,Den 44
Chewtle,Sword,Galar,Den 67
Chewtle,Sword,Galar,Den 78
Chewtle,Sword,Galar,Den 8
Chewtle,Sword,Galar,Den 9
Chewtle,Sword,Galar,Den 91
Chewtle,Sword,Isle of Armor,Den 135
Chewtle,Sword,Isle of Armor,Den 148
Chewtle,Violet,Paldea,1☆
Chimecho,Scarlet,Kitakami,4☆
Chimecho,Violet,Kitakami,4☆
Chinchou,Scarlet,Terarium,1☆
Chinchou,Scarlet,Terarium,3☆
Chinchou,Shield,Galar,Den 24
Chinchou,Shield,Galar,Den 25
Chinchou,Shield,Galar,Den 41
Chinchou,Shield,Galar,Den 56
Chinchou,Shield,Galar,Den 7
Chinchou,Shield,Galar,Den 72
Chinchou,Shield,Isle of Armor,Den 139
Chinchou,Sword,Galar,Den 24
Chinchou,Sword,Galar,Den 25
Chinchou,Sword,Galar,Den 41
Chinchou,Sword,Galar,Den 56
Chinchou,Sword,Galar,Den 7
Chinchou,Sword,Galar,Den 72
Chinchou,Sword,Isle of Armor,Den 139
Chinchou,Violet,Terarium,1☆
Chinchou,Violet,Terarium,3☆
Chingling,Scarlet,Kitakami,1☆
Chingling,Scarlet,Kitakami,3☆
Chingling,Violet,Kitakami,1☆
Chingling,Violet,Kitakami,3☆
Cinccino,Shield,Crown Tundra,Dynamax Adventure
Cinccino,Shield,Galar,Den 39
Cinccino,Shield,Isle of Armor,Den 102
Cinccino,Sword,Crown Tundra,Dynamax Adventure
Cinccino,Sword,Galar,Den 39
Cinccino,Sword,Isle of Armor,Den 102
Clauncher,Sword,Isle of Armor,Den 139
Clauncher,Sword,Isle of Armor,Den 140
Clauncher,Violet,Paldea,2☆
Clawitzer,Sword,Isle of Armor,Den 139
Clawitzer,Sword,Isle of Armor,Den 140
Clawitzer,Violet,Paldea,5☆
Clawitzer,Violet,Paldea,6☆
Claydol,Shield,Crown Tundra,Den 178
Claydol,Shield,Crown Tundra,Dynamax Adventure
Claydol,Shield,Galar,Den 14
Claydol,Sword,Crown Tundra,Den 178
Claydol,Sword,Crown Tundra,Dynamax Adventure
Claydol,Sword,Galar,Den 14
Clefable,Scarlet,Kitakami,4☆
Clefable,Scarlet,Kitakami,6☆
Clefable,Shield,Crown Tundra,Den 190
Clefable,Shield,Crown Tundra,Den 191
Clefable,Shield,Crown Tundra,Dynamax Adventure
Clefable,Shield,Galar,Den 33
Clefable,Shield,Galar,Den 34
Clefable,Shield,Isle of Armor,Den 126
Clefable,Sword,Crown Tundra,Den 190
Clefable,Sword,Crown Tundra,Den 191
Clefable,Sword,Crown Tundra,Dynamax Adventure
Clefable,Sword,Galar,Den 33
Clefable,Sword,Galar,Den 34
Clefable,Sword,Isle of Armor,Den 126
Clefable,Violet,Kitakami,4☆
Clefable,Violet,Kitakami,6☆
Clefairy,Scarlet,Kitakami,3☆
Clefairy,Shield,Crown Tundra,Den 190
Clefairy,Shield,Crown Tundra,Den 191
Clefairy,Shield,Crown Tundra,Dynamax Adventure
Clefairy,Shield,Galar,Den 33
Clefairy,Shield,Galar,Den 34
Clefairy,Shield,Isle of Armor,Den 126
Clefairy,Sword,Crown Tundra,Den 190
Clefairy,Sword,Crown Tundra,Den 191
Clefairy,Sword,Crown Tundra,Dynamax Adventure
Clefairy,Sword,Galar,Den 33
Clefairy,Sword,Galar,Den 34
Clefairy,Sword,Isle of Armor,Den 126
Clefairy,Violet,Kitakami,3☆
Cleffa,Scarlet,Kitakami,1☆
Cleffa,Shield,Crown Tundra,Den 190
Cleffa,Shield,Galar,Den 33
Cleffa,Shield,Isle of Armor,Den 126
Cleffa,Sword,Crown Tundra,Den 190
Cleffa,Sword,Galar,Den 33
Cleffa,Sword,Isle of Armor,Den 126
Cleffa,Violet,Kitakami,1☆
Clobbopus,Shield,Galar,Den 10
Clobbopus,Shield,Isle of Armor,Den 123
Clobbopus,Sword,Galar,Den 10
Clobbopus,Sword,Isle of Armor,Den 123
Clodsire,Scarlet,Paldea,4☆
Clodsire,Scarlet,Paldea,6☆
Clodsire,Violet,Paldea,4☆
Clodsire,Violet,Paldea,6☆
Cloyster,Scarlet,Paldea,4☆
Cloyster,Scarlet,Paldea,5☆
Cloyster,Shield,Galar,Den 21
Cloyster,Shield,Galar,Den 22
Cloyster,Shield,Galar,Den 41
Cloyster,Shield,Galar,Den 9
Cloyster,Shield,Isle of Armor,Den 137
Cloyster,Shield,Isle of Armor,Den 138
Cloyster,Shield,Isle of Armor,Den 147
Cloyster,Shield,Isle of Armor,Den 155
Cloyster,Sword,Galar,Den 21
Cloyster,Sword,Galar,Den 22
Cloyster,Sword,Galar,Den 41
Cloyster,Sword,Galar,Den 9
Cloyster,Sword,Isle of Armor,Den 137
Cloyster,Sword,Isle of Armor,Den 138
Cloyster,Sword,Isle of Armor,Den 147
Cloyster,Sword,Isle of Armor,Den 155
Cloyster,Violet,Paldea,4☆
Cloyster,Violet,Paldea,5☆
Coalossal,Scarlet,Paldea,5☆
Coalossal,Shield,Crown Tundra,Den 172
Coalossal,Shield,Crown Tundra,Den 180
Coalossal,Shield,Crown Tundra,Den 181
Coalossal,Shield,Crown Tundra,Dynamax Adventure
Coalossal,Shield,Galar,Den 15
Coalossal,Shield,Galar,Den 20
Coalossal,Shield,Galar,Den 51
Coalossal,Shield,Galar,Den 54
Coalossal,Shield,Galar,Den 80
Coalossal,Sword,Crown Tundra,Den 172
Coalossal,Sword,Crown Tundra,Den 180
Coalossal,Sword,Crown Tundra,Den 181
Coalossal,Sword,Crown Tundra,Dynamax Adventure
Coalossal,Sword,Galar,Den 15
Coalossal,Sword,Galar,Den 20
Coalossal,Sword,Galar,Den 51
Coalossal,Sword,Galar,Den 54
Coalossal,Sword,Galar,Den 80
Coalossal,Sword,Galar,Den 83
Coalossal,Violet,Paldea,5☆
Cofagrigus,Shield,Crown Tundra,Dynamax Adventure
Cofagrigus,Sword,Crown Tundra,Dynamax Adventure
Combee,Scarlet,Paldea,1☆
Combee,Shield,Galar,Den 5
Combee,Shield,Isle of Armor,Den 143
Combee,Shield,Isle of Armor,Den 144
Combee,Sword,Galar,Den 5
Combee,Sword,Isle of Armor,Den 143
Combee,Sword,Isle of Armor,Den 144
Combee,Violet,Paldea,1☆
Combusken,Shield,Crown Tundra,Dynamax Adventure
Combusken,Sword,Crown Tundra,Dynamax Adventure
Comfey,Scarlet,Terarium,3☆
Comfey,Shield,Crown Tundra,Dynamax Adventure
Comfey,Shield,Isle of Armor,Den 125
Comfey,Shield,Isle of Armor,Den 126
Comfey,Sword,Crown Tundra,Dynamax Adventure
Comfey,Sword,Isle of Armor,Den 125
Comfey,Sword,Isle of Armor,Den 126
Comfey,Violet,Terarium,3☆
Conkeldurr,Scarlet,Kitakami,5☆
Conkeldurr,Scarlet,Kitakami,6☆
Conkeldurr,Shield,Crown Tundra,Den 172
Conkeldurr,Shield,Crown Tundra,Den 173
Conkeldurr,Shield,Galar,Den 1
Conkeldurr,Sword,Crown Tundra,Den 172
Conkeldurr,Sword,Crown Tundra,Den 173
Conkeldurr,Sword,Galar,Den 1
Conkeldurr,Violet,Kitakami,5☆
Conkeldurr,Violet,Kitakami,6☆
Copperajah,Scarlet,Paldea,5☆
Copperajah,Shield,Crown Tundra,Den 188
Copperajah,Shield,Crown Tundra,Den 189
Copperajah,Shield,Crown Tundra,Dynamax Adventure
Copperajah,Shield,Galar,Den 11
Copperajah,Shield,Galar,Den 49
Copperajah,Shield,Galar,Den 85
Copperajah,Sword,Crown Tundra,Den 188
Copperajah,Sword,Crown Tundra,Den 189
Copperajah,Sword,Crown Tundra,Dynamax Adventure
Copperajah,Sword,Galar,Den 11
Copperajah,Sword,Galar,Den 49
Copperajah,Sword,Galar,Den 85
Copperajah,Violet,Paldea,5☆
Corphish,Scarlet,Kitakami,2☆
Corphish,Shield,Galar,Den 42
Corphish,Shield,Galar,Den 67
Corphish,Shield,Galar,Den 9
Corphish,Shield,Galar,Den 91
Corphish,Shield,Isle of Armor,Den 134
Corphish,Sword,Galar,Den 42
Corphish,Sword,Galar,Den 67
Corphish,Sword,Galar,Den 9
Corphish,Sword,Galar,Den 91
Corphish,Sword,Isle of Armor,Den 134
Corphish,Violet,Kitakami,2☆
Corsola,Shield,Crown Tundra,Den 183
Corsola,Shield,Galar,Den 43
Corsola,Shield,Galar,Den 47
Corsola,Shield,Galar,Den 81
Corviknight,Scarlet,Paldea,5☆
Corviknight,Scarlet,Paldea,6☆
Corviknight,Shield,Crown Tundra,Den 176
Corviknight,Shield,Crown Tundra,Den 177
Corviknight,Shield,Crown Tundra,Den 188
Corviknight,Shield,Galar,Den 32
Corviknight,Shield,Galar,Den 61
Corviknight,Shield,Galar,Den 89
Corviknight,Sword,Crown Tundra,Den 176
Corviknight,Sword,Crown Tundra,Den 177
Corviknight,Sword,Crown Tundra,Den 188
Corviknight,Sword,Galar,Den 32
Corviknight,Sword,Galar,Den 61
Corviknight,Sword,Galar,Den 89
Corviknight,Violet,Paldea,5☆
Corviknight,Violet,Paldea,6☆
Corvisquire,Scarlet,Paldea,3☆
Corvisquire,Shield,Crown Tundra,Den 176
Corvisquire,Shield,Crown Tundra,Den 177
Corvisquire,Shield,Galar,Den 32
Corvisquire,Shield,Galar,Den 61
Corvisquire,Shield,Galar,Den 89
Corvisquire,Sword,Crown Tundra,Den 176
Corvisquire,Sword,Crown Tundra,Den 177
Corvisquire,Sword,Galar,Den 32
Corvisquire,Sword,Galar,Den 61
Corvisquire,Sword,Galar,Den 89
Corvisquire,Violet,Paldea,3☆
Cottonee,Scarlet,Terarium,2☆
Cottonee,Shield,Crown Tundra,Den 191
Cottonee,Shield,Galar,Den 27
Cottonee,Shield,Galar,Den 59
Cottonee,Shield,Galar,Den 70
Cottonee,Sword,Crown Tundra,Den 191
Cottonee,Sword,Galar,Den 27
Cottonee,Sword,Galar,Den 59
Cottonee,Sword,Galar,Den 70
Cottonee,Violet,Terarium,2☆
Crabominable,Scarlet,Paldea,4☆
Crabominable,Violet,Paldea,4☆
Crabrawler,Scarlet,Paldea,1☆
Crabrawler,Violet,Paldea,1☆
Cradily,Shield,Crown Tundra,Den 166
Cradily,Shield,Crown Tundra,Den 167
Cradily,Shield,Crown Tundra,Den 196
Cradily,Shield,Crown Tundra,Dynamax Adventure
Cradily,Sword,Crown Tundra,Den 166
Cradily,Sword,Crown Tundra,Den 167
Cradily,Sword,Crown Tundra,Den 196
Cradily,Sword,Crown Tundra,Dynamax Adventure
Cramorant,Scarlet,Kitakami,4☆
Cramorant,Shield,Crown Tundra,Dynamax Adventure
Cramorant,Shield,Galar,Den 32
Cramorant,Shield,Isle of Armor,Den 135
Cramorant,Shield,Isle of Armor,Den 148
Cramorant,Sword,Crown Tundra,Dynamax Adventure
Cramorant,Sword,Galar,Den 32
Cramorant,Sword,Isle of Armor,Den 135
Cramorant,Sword,Isle of Armor,Den 148
Cranidos,Scarlet,Terarium,3☆
Crawdaunt,Scarlet,Kitakami,4☆
Crawdaunt,Scarlet,Kitakami,6☆
Crawdaunt,Shield,Crown Tundra,Dynamax Adventure
Crawdaunt,Shield,Galar,Den 35
Crawdaunt,Shield,Galar,Den 42
Crawdaunt,Shield,Galar,Den 67
Crawdaunt,Shield,Galar,Den 9
Crawdaunt,Shield,Galar,Den 91
Crawdaunt,Shield,Isle of Armor,Den 133
Crawdaunt,Shield,Isle of Armor,Den 134
Crawdaunt,Sword,Crown Tundra,Dynamax Adventure
Crawdaunt,Sword,Galar,Den 35
Crawdaunt,Sword,Galar,Den 42
Crawdaunt,Sword,Galar,Den 67
Crawdaunt,Sword,Galar,Den 9
Crawdaunt,Sword,Galar,Den 91
Crawdaunt,Sword,Isle of Armor,Den 133
Crawdaunt,Sword,Isle of Armor,Den 134
Crawdaunt,Violet,Kitakami,4☆
Crawdaunt,Violet,Kitakami,6☆
Cresselia,Shield,Crown Tundra,Dynamax Adventure
Cresselia,Sword,Crown Tundra,Dynamax Adventure
Croagunk,Scarlet,Paldea,2☆
Croagunk,Shield,Galar,Den 1
Croagunk,Shield,Galar,Den 48
Croagunk,Shield,Isle of Armor,Den 123
Croagunk,Shield,Isle of Armor,Den 124
Croagunk,Violet,Paldea,2☆
Crobat,Shield,Crown Tundra,Den 175
Crobat,Shield,Crown Tundra,Den 176
Crobat,Shield,Crown Tundra,Den 177
Crobat,Sword,Crown Tundra,Den 175
Crobat,Sword,Crown Tundra,Den 176
Crobat,Sword,Crown Tundra,Den 177
Crustle,Shield,Crown Tundra,Dynamax Adventure
Crustle,Shield,Galar,Den 15
Crustle,Shield,Galar,Den 3
Crustle,Shield,Galar,Den 51
Crustle,Shield,Isle of Armor,Den 109
Crustle,Shield,Isle of Armor,Den 110
Crustle,Shield,Isle of Armor,Den 115
Crustle,Shield,Isle of Armor,Den 116
Crustle,Sword,Crown Tundra,Dynamax Adventure
Crustle,Sword,Galar,Den 15
Crustle,Sword,Galar,Den 3
Crustle,Sword,Galar,Den 51
Crustle,Sword,Galar,Den 83
Crustle,Sword,Isle of Armor,Den 109
Crustle,Sword,Isle of Armor,Den 110
Crustle,Sword,Isle of Armor,Den 115
Crustle,Sword,Isle of Armor,Den 116
Cryogonal,Scarlet,Paldea,4☆
Cryogonal,Shield,Crown Tundra,Den 170
Cryogonal,Shield,Crown Tundra,Den 171
Cryogonal,Shield,Crown Tundra,Dynamax Adventure
Cryogonal,Sword,Crown Tundra,Den 170
Cryogonal,Sword,Crown Tundra,Den 171
Cryogonal,Sword,Crown Tundra,Dynamax Adventure
Cryogonal,Violet,Paldea,4☆
Cubchoo,Scarlet,Paldea,3☆
Cubchoo,Shield,Galar,Den 22
Cubchoo,Shield,Galar,Den 55
Cubchoo,Shield,Galar,Den 83
Cubchoo,Sword,Crown Tundra,Den 170
Cubchoo,Sword,Galar,Den 22
Cubchoo,Violet,Paldea,3☆
Cubone,Shield,Isle of Armor,Den 103
Cubone,Shield,Isle of Armor,Den 104
Cubone,Shield,Isle of Armor,Den 127
Cubone,Sword,Isle of Armor,Den 103
Cubone,Sword,Isle of Armor,Den 104
Cubone,Sword,Isle of Armor,Den 127
Cufant,Scarlet,Paldea,2☆
Cufant,Shield,Galar,Den 11
Cufant,Sword,Galar,Den 11
Cufant,Violet,Paldea,2☆
Cursola,Shield,Crown Tundra,Den 183
Cursola,Shield,Galar,Den 43
Cursola,Shield,Galar,Den 47
Cursola,Shield,Galar,Den 81
Cursola,Shield,Isle of Armor,Den 128
Cutiefly,Scarlet,Kitakami,1☆
Cutiefly,Shield,Galar,Den 33
Cutiefly,Shield,Galar,Den 5
Cutiefly,Shield,Isle of Armor,Den 149
Cutiefly,Sword,Galar,Den 33
Cutiefly,Sword,Galar,Den 5
Cutiefly,Sword,Isle of Armor,Den 149
Cutiefly,Violet,Kitakami,1☆
Cyclizar,Scarlet,Paldea,4☆
Cyclizar,Scarlet,Paldea,6☆
Cyclizar,Violet,Paldea,4☆
Cyclizar,Violet,Paldea,6☆
Dachsbun,Scarlet,Paldea,4☆
Dachsbun,Scarlet,Paldea,6☆
Dachsbun,Violet,Paldea,4☆
Dachsbun,Violet,Paldea,6☆
Darmanitan,Sword,Crown Tundra,Den 168
Darmanitan,Sword,Crown Tundra,Den 169
Darmanitan,Sword,Galar,Den 18
Darmanitan,Sword,Galar,Den 20
Darmanitan,Sword,Galar,Den 23
Darmanitan,Sword,Galar,Den 55
Darumaka,Sword,Crown Tundra,Den 168
Darumaka,Sword,Crown Tundra,Den 169
Darumaka,Sword,Galar,Den 18
Darumaka,Sword,Galar,Den 20
Darumaka,Sword,Galar,Den 23
Darumaka,Sword,Galar,Den 55
Dedenne,Scarlet,Paldea,3☆
Dedenne,Scarlet,Paldea,4☆
Dedenne,Shield,Crown Tundra,Den 165
Dedenne,Shield,Crown Tundra,Dynamax Adventure
Dedenne,Shield,Isle of Armor,Den 105
Dedenne,Shield,Isle of Armor,Den 106
Dedenne,Sword,Crown Tundra,Den 165
Dedenne,Sword,Crown Tundra,Dynamax Adventure
Dedenne,Sword,Isle of Armor,Den 105
